slide_name,stain,basename,filename,filedir
test1,H&E,HUG_OOF_0006.mrxs,/data/home/pliako/test_histoblur/batch1/HUG_OOF_0006.mrxs,/data/home/pliako/test_histoblur/batch1/HUG_OOF_0006/
